ndeg_auto;dep;nom;region_administrative;adresse;code_insee;commune;situation_geographique;ecrans;fauteuils;tranche_d_entrees;proprietaire;programmateur;categorie_art_et_essai;label_art_et_essai;genre;multiplexe;population_de_la_commune_2015;unite_urbaine_2010;population_unite_urbaine_2015;semaines_d_activite_2020;seances_2020;entrees_2020;entrees_2019;evolution_entrees_2020_2019;art_et_essai;nombre_de_films_programmes_2020;nombre_de_films_inedits_2020;nombre_de_films_en_semaine_1_2020;pdm_en_entrees_des_films_francais_2020;pdm_en_entrees_des_films_americains_2020;pdm_en_entrees_des_films_europeens_2020;pdm_en_entrees_des_autres_films_2020;films_art_et_essai_2020;part_des_seances_de_films_art_et_essai_2020;pdm_en_entrees_des_films_art_et_essai_2020;geo
73423.0;91;JEAN COCTEAU;ILE-DE-FRANCE;3 RUE ANATOLE FRANCE;91103;Brétigny-sur-Orge;03-Petite couronne;2;368;De 10 à 20 000 entrées;ASSOCIATION CINE 220;SARL MICROMEGAS DIFFUSION CINEMATOGRAPHIQUE;C;RDJPPR;FIXE;NON;26215.0;Paris;10706072.0;31.0;1232.0;15946.0;53911.0;-70.4216208195;OUI;179.0;110.0;11.0;41.0974163354;50.2844916015;6.12899089627;2.48910116682;94.0;26.3067252217;14.7943646621;48.608596,2.303919
74662.0;77;LES 4 VENTS;ILE-DE-FRANCE;80 RUE DU GENERAL LECLERC;77053;Brie-Comte-Robert;03-Petite couronne;1;168;De 5 à 10 000 entrées;COMMUNE DE BRIE-COMTE-ROBERT;;E;RDJP;FIXE;NON;16635.0;Brie-Comte-Robert;16635.0;30.0;599.0;9636.0;28420.0;-66.0942997889;OUI;153.0;105.0;1.0;71.3334863438;22.3892586642;4.75097544182;1.52627955015;74.0;43.1340872375;39.075051641;48.696652,2.607228
81101.0;94;LA PLEIADE;ILE-DE-FRANCE;12 AVENUE COUSIN DE MERICOURT;94016;Cachan;02-Grande Couronne;3;802;De 20 à 30 000 entrées;ASSOCIATION CENTRE CULTUREL COMMUNAL CACHAN;SARL GPCI;C;JP;FIXE;NON;30433.0;Paris;10706072.0;26.0;1864.0;22063.0;71717.0;-69.2360249313;OUI;158.0;111.0;43.0;48.7828947368;40.9539473684;9.67105263158;0.592105263158;95.0;35.864978903;26.3157894737;48.795796,2.335316
91492.0;78;CINEMA DU THEATRE;ILE-DE-FRANCE;8 AVENUE CHARLES DE GAULLE;78126;La Celle-Saint-Cloud;03-Petite couronne;1;319;De 2 à 5 000 entrées;VILLE DE LA CELLE SAINT CLOUD;;NON;;FIXE;NON;21037.0;Paris;10706072.0;23.0;123.0;4110.0;13380.0;-69.2825112108;NON;88.0;64.0;1.0;62.004751814;29.8722147306;6.30578565466;1.81724780068;54.0;26.2683201804;23.206832338;48.847416,2.136047
92329.0;95;UGC CINE CITE;ILE-DE-FRANCE;8 PLACE DES 3 GARES;95127;Cergy;03-Petite couronne;14;2768;De 100 à 150 000 entrées;UGC CINE CITE;UGC DIFFUSION;NON;;FIXE;OUI;63395.0;Paris;10706072.0;31.0;11721.0;142257.0;505356.0;-71.8501412865;NON;233.0;132.0;129.0;61.4590058102;28.4054228535;3.87346675274;6.2621045836;91.0;17.4757281553;12.2014202711;49.048453,2.010977
96533.0;77;JEAN GABIN;ILE-DE-FRANCE;RUE PIERRE DE COUBERTIN;77079;Champagne-sur-Seine;03-Petite couronne;1;168;De 2 à 5 000 entrées;CINE MONTEREAU POINT COM;;D;;FIXE;NON;6179.0;Champagne-sur-Seine;28076.0;21.0;158.0;2270.0;7649.0;-70.3229180285;OUI;58.0;38.0;1.0;55.9274319675;23.4438536128;14.9515170472;5.67719737254;33.0;40.0835073069;42.1176102596;48.398755,2.80515
97431.0;94;STUDIO 66;ILE-DE-FRANCE;66 RUE JEAN JAURES;94017;Champigny-sur-Marne;02-Grande Couronne;5;944;De 40 à 50 000 entrées;STUDIO 66;SAS AGORA CINEMAS;C;JP;FIXE;NON;76508.0;Paris;10706072.0;31.0;4693.0;45798.0;150162.0;-69.5009389859;OUI;160.0;104.0;70.0;55.830636672;37.868922765;5.97294241491;0.327498148076;73.0;20.0259235256;21.7981207844;48.814397,2.508133
105652.0;92;REX;ILE-DE-FRANCE;364 AVE DE LA DIVISION LECLERC;92019;Châtenay-Malabry;02-Grande Couronne;2;551;De 10 à 20 000 entrées;ASSOCIATION CHATENAY ACTION CULTURE;;C;RDJPPR;FIXE;NON;33330.0;Paris;10706072.0;26.0;1182.0;18879.0;62088.0;-69.5931580982;OUI;113.0;76.0;45.0;69.4111776447;23.8522954092;1.19760479042;5.53892215569;73.0;24.2603550296;27.6946107784;48.765842,2.259825
106031.0;92;CINEMA;ILE-DE-FRANCE;7BIS RUE DE LA MAIRIE;92020;Châtillon;02-Grande Couronne;1;226;De 10 à 20 000 entrées;THEATRE DE CHATILLON;;C;;FIXE;NON;37159.0;Paris;10706072.0;25.0;352.0;10377.0;32155.0;-67.7281915721;OUI;97.0;66.0;0.0;67.9015577955;25.7494436445;5.66828118864;0.680717371384;61.0;28.5714285714;20.8666055766;48.800675,2.288049
106262.0;78;LOUIS JOUVET;ILE-DE-FRANCE;3 PLACE MAURICE BERTEAUX;78146;Chatou;03-Petite couronne;2;459;De 20 à 30 000 entrées;ANIM ACTION;UGC DIFFUSION;NON;;FIXE;NON;31058.0;Paris;10706072.0;25.0;855.0;24968.0;73105.0;-65.8463853362;NON;65.0;43.0;19.0;55.0936406668;33.937024079;4.23955546409;6.72977979008;26.0;26.375711575;33.7312204157;48.886917,2.156299
108192.0;92;ATRIUM;ILE-DE-FRANCE;3 PARVIS ROBERT SCHUMAN;92022;Chaville;02-Grande Couronne;1;643;De 5 à 10 000 entrées;REGIE CULTURELLE ATRIUM DE CHAVILLE;SARL GPCI;NON;;FIXE;NON;20001.0;Paris;10706072.0;27.0;216.0;6937.0;21191.0;-67.2644047001;NON;80.0;60.0;2.0;71.8460019743;24.2053307009;3.17867719645;0.769990128332;37.0;48.7922705314;59.4076999013;48.813094,2.192579
108774.0;77;COSMOS;ILE-DE-FRANCE;22 AV DE LA RESISTANCE;77108;Chelles;03-Petite couronne;2;645;De 20 à 30 000 entrées;STUDIO 43;;C;JP;FIXE;NON;53833.0;Paris;10706072.0;28.0;1578.0;22477.0;75823.0;-70.3559605924;OUI;120.0;78.0;13.0;46.4302394371;44.873431516;4.75449139085;3.94183765607;58.0;21.0565848773;17.4954074166;48.877872,2.586341
110351.0;77;GAUMONT DISNEY VILLAGE;ILE-DE-FRANCE;1 ESPLANADE FRANCOIS TRUFFAUT;77111;Chessy;03-Petite couronne;15;3923;De 200 à 300 000 entrées;GAUMONT;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;5131.0;Paris;10706072.0;31.0;13689.0;233168.0;913512.0;-74.4756500188;NON;194.0;102.0;100.0;52.3294224855;26.4950449937;12.2223487869;8.95318373391;34.0;33.5294117647;32.5663515207;48.880488,2.772675
110372.0;77;STUDIO 31;ILE-DE-FRANCE;31 PLACE D'ARIANE;77111;Chessy;03-Petite couronne;2;216;De 10 à 20 000 entrées;LE CINEMA DE CHESSY;SARL GPCI;C;;FIXE;NON;5131.0;Paris;10706072.0;31.0;2078.0;16327.0;51636.0;-68.3805871872;OUI;194.0;100.0;17.0;44.1266912669;45.7872078721;7.59532595326;2.49077490775;81.0;18.5714285714;14.6986469865;48.856412,2.773682
110761.0;94;SALLE ANDRE MALRAUX;ILE-DE-FRANCE;102 AV DU GENERAL DE GAULLE;94021;Chevilly-Larue;02-Grande Couronne;1;405;De 5 à 10 000 entrées;CENTRE CULTUREL DE CHEVILLY LARUE;;C;;FIXE;NON;19169.0;Paris;10706072.0;25.0;245.0;5823.0;13516.0;-56.9177271382;OUI;72.0;55.0;0.0;58.2565991406;30.6936771025;8.16451810927;2.88520564764;39.0;45.8333333333;50.7059545734;48.770432,2.350955
111583.0;91;FRANCOIS TRUFFAUT;ILE-DE-FRANCE;2 RUE DE L ECOLE;91161;Chilly-Mazarin;03-Petite couronne;2;409;De 10 à 20 000 entrées;ASSOCIATION FRANCOIS TRUFFAUT;;C;RDJPPR;FIXE;NON;20258.0;Paris;10706072.0;29.0;1626.0;17622.0;50385.0;-65.0253051503;OUI;232.0;133.0;12.0;69.3384794902;23.8757741675;4.65846871915;2.12727762319;164.0;54.5576407507;48.4337133112;48.703333,2.314917
112014.0;94;SALLE PAUL ELUARD;ILE-DE-FRANCE;4 AV DE VILLENEUVE ST GEORGES;94022;Choisy-le-Roi;02-Grande Couronne;1;181;De 10 à 20 000 entrées;CENTRE D'ACTION CULTURELLE THEATRE PAUL ELUARD CHOISY LE ROI;;C;JP;FIXE;NON;43846.0;Paris;10706072.0;25.0;444.0;13046.0;39328.0;-66.8277054516;OUI;89.0;62.0;0.0;59.0812420247;29.6363249681;6.78434708635;4.49808592088;46.0;28.1938325991;26.2122501063;48.766383,2.414699
113523.0;92;CINEMA JEANNE MOREAU;ILE-DE-FRANCE;22 RUE PAUL VAILLANT COUTURIER;92023;Clamart;02-Grande Couronne;1;176;Moins de 2000 entrées;COMMUNE DE CLAMART;;C;RDJP;FIXE;NON;52645.0;Paris;10706072.0;8.0;90.0;1386.0;16334.0;-91.5146320558;OUI;22.0;8.0;2.0;67.3346693387;21.3760855043;10.3540414162;0.935203740815;17.0;31.0;36.205744823;48.802513,2.263801
114032.0;78;ESPACE PHILIPPE NOIRET;ILE-DE-FRANCE;PLACE CHARLES DE GAULLE;78165;Les Clayes-sous-Bois;03-Petite couronne;2;356;De 20 à 30 000 entrées;COMMUNE DE CLAYES SOUS BOIS;;C;JP;FIXE;NON;17645.0;Paris;10706072.0;31.0;1184.0;21250.0;69292.0;-69.3326790972;OUI;137.0;94.0;11.0;59.2291618296;23.3573252844;12.421639192;4.99187369399;67.0;32.8571428571;27.4901323427;48.821274,1.987156
115104.0;92;CINEMA RUTEBEUF;ILE-DE-FRANCE;16-18  ALLEES LEON-GAMBETTA;92024;Clichy;02-Grande Couronne;1;549;De 10 à 20 000 entrées;COMMUNE DE CLICHY LA GARENNE;;C;;FIXE;NON;60435.0;Paris;10706072.0;21.0;364.0;10495.0;43891.0;-76.088491946;OUI;89.0;61.0;0.0;52.5616698292;33.1435800127;11.954459203;2.34029095509;46.0;50.0;62.0493358634;48.90196,2.309342
117025.0;92;M J C THEATRE DE COLOMBES;ILE-DE-FRANCE;96, 98 RUE ST DENIS;92025;Colombes;02-Grande Couronne;1;322;Moins de 2000 entrées;MAISON DES JEUNES ET DE LA CULTURE DU THEATRE DE COLOMBES;;C;;FIXE;NON;85199.0;Paris;10706072.0;8.0;16.0;849.0;2783.0;-69.4933524973;OUI;7.0;0.0;0.0;58.0971000326;29.0322580645;6.35386119257;6.51678071033;7.0;38.75;38.1231671554;48.923862,2.250041
117051.0;92;L'HELIOS;ILE-DE-FRANCE;27 A 39 RUE DU BOURNARD;92025;Colombes;02-Grande Couronne;4;477;De 40 à 50 000 entrées;QUATRE CLUBS SARL;;C;JPPR;FIXE;NON;85199.0;Paris;10706072.0;31.0;3065.0;48765.0;139772.0;-65.1110379761;OUI;138.0;96.0;66.0;48.8840202656;41.8868957962;3.03984663837;6.18923729974;70.0;20.0;22.3880597015;48.923159,2.255372
117921.0;77;LA COUPOLE;ILE-DE-FRANCE;RUE JEAN FRANCOIS MILLET;77122;Combs-la-Ville;03-Petite couronne;1;236;De 2 à 5 000 entrées;SCENE NATIONALE DE SENART;;NON;;FIXE;NON;22154.0;Paris;10706072.0;26.0;301.0;4737.0;12268.0;-61.3873492012;NON;82.0;60.0;0.0;60.7602339181;32.2953216374;5.70175438596;1.24269005848;46.0;15.1162790698;9.19590643275;48.659579,2.566711
119305.0;78;PATHE;ILE-DE-FRANCE;RUE DE L'HAUTIL;78172;Conflans-Sainte-Honorine;03-Petite couronne;13;3105;De 300 à 450 000 entrées;PATHE CONFLANS;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;35019.0;Paris;10706072.0;31.0;11471.0;329801.0;1127325.0;-70.7448162686;NON;223.0;131.0;116.0;63.3812064013;24.4809191629;8.74846122281;3.38941321297;61.0;44.8405253283;47.0988920804;49.004829,2.077668
120293.0;91;ARCEL;ILE-DE-FRANCE;15 PLACE LEON CASSE;91174;Corbeil-Essonnes;03-Petite couronne;3;380;De 10 à 20 000 entrées;EDEN CASINO;SARL GPCI;C;JPPR;FIXE;NON;50412.0;Paris;10706072.0;31.0;1975.0;17699.0;53510.0;-66.9239394506;OUI;158.0;114.0;54.0;57.019586358;28.9686344336;7.87563347487;6.13614573346;82.0;57.4257425743;65.7033283112;48.603813,2.469302
120963.0;95;THEATRE DU CORMIER;ILE-DE-FRANCE;123 RUE DE SAINT-GERMAIN;95176;Cormeilles-en-Parisis;03-Petite couronne;1;307;De 5 à 10 000 entrées;COMMUNE DE CORMEILLES EN PARISIS;;NON;;FIXE;NON;23661.0;Paris;10706072.0;22.0;119.0;5226.0;11031.0;-52.6244220832;NON;99.0;59.0;0.0;62.5384037687;30.8868710316;3.40684099133;3.16788420837;51.0;23.7947122862;19.6217655493;48.959824,2.189151
123373.0;77;HEMISPHERE THEATER;ILE-DE-FRANCE;23 RUE MARCEL CLAVIER;77131;Coulommiers;03-Petite couronne;4;568;De 10 à 20 000 entrées;ZARATHUSHTRA;;D;JP;FIXE;NON;15116.0;Coulommiers;27344.0;19.0;1016.0;16105.0;91739.0;-82.4447617698;OUI;43.0;30.0;19.0;100.0;0.0;0.0;0.0;11.0;44.4444444444;68.4044233807;48.809696,3.090876
123905.0;92;CAMILLE ST SAENS;ILE-DE-FRANCE;15 BOULEVARD ARISTIDE BRIAND;92026;Courbevoie;02-Grande Couronne;1;360;Moins de 2000 entrées;ASSOCIATION ESPACE CARPEAUX;;NON;;FIXE;NON;83136.0;Paris;10706072.0;3.0;11.0;1544.0;3689.0;-58.1458389808;NON;8.0;4.0;1.0;80.7242990654;19.2757009346;0.0;0.0;0.0;1.5873015873;1.40186915888;48.899883,2.259136
123914.0;92;ABEL GANCE;ILE-DE-FRANCE;184 BD ST DENIS;92026;Courbevoie;02-Grande Couronne;1;139;De 10 à 20 000 entrées;ASSOCIATION ESPACE CARPEAUX;;NON;;FIXE;NON;83136.0;Paris;10706072.0;30.0;779.0;18446.0;54863.0;-66.3780690083;NON;126.0;78.0;2.0;48.5995715107;44.3721586456;5.32737628677;1.70089355698;69.0;20.2172601086;13.0192820191;48.901327,2.271867
125135.0;93;L ETOILE;ILE-DE-FRANCE;1 ALLEE DU PROGRES;93027;La Courneuve;02-Grande Couronne;1;195;De 5 à 10 000 entrées;ASSOCIATION DEVELOPPEMENT LOISIRS ET CULTURE;;C;RDJPPR;FIXE;NON;41733.0;Paris;10706072.0;28.0;569.0;8592.0;21326.0;-59.7111507081;OUI;156.0;78.0;0.0;53.4401972873;31.4180024661;6.60912453761;8.532675709;95.0;39.5833333333;42.4537607891;48.926821,2.391627
128535.0;94;LA LUCARNE MJC;ILE-DE-FRANCE;100 RUE JULIETTE SAVAR;94028;Créteil;02-Grande Couronne;1;92;De 5 à 10 000 entrées;MAISON DES JEUNES ET DE LA CULTURE DU MONT MESLY;;C;JP;FIXE;NON;90739.0;Paris;10706072.0;29.0;684.0;6289.0;18282.0;-65.6000437589;OUI;121.0;82.0;0.0;54.0190299578;37.9252489127;5.04448418218;3.01123694726;79.0;25.1970505975;18.0983288076;48.777428,2.466468
128541.0;94;CINEMA DU PALAIS;ILE-DE-FRANCE;40 ALLEE PARMENTIER;94028;Créteil;02-Grande Couronne;3;490;De 30 à 40 000 entrées;CINEMAS DU PALAIS;;C;RDJPPR;FIXE;NON;90739.0;Paris;10706072.0;30.0;2458.0;32547.0;75159.0;-56.6958048936;OUI;162.0;105.0;66.0;61.8678717452;31.2244458791;2.21648375296;4.69119862277;124.0;41.3173652695;38.0460512158;48.786063,2.444158
133212.0;77;PATHE DAMMARIE;ILE-DE-FRANCE;824 AVENUE DU LYS;77152;Dammarie-les-Lys;03-Petite couronne;10;2181;De 100 à 150 000 entrées;PATHE DAMMARIE;LES CINEMAS GAUMONT PATHE;NON;;FIXE;OUI;21712.0;Paris;10706072.0;31.0;8709.0;109103.0;371298.0;-70.6157857031;NON;184.0;118.0;101.0;59.7727272727;25.5555555556;11.9696969697;2.70202020202;51.0;34.6534653465;27.0707070707;48.517401,2.627798
140521.0;95;ESPACE ERMITAGE;ILE-DE-FRANCE;ALLEE STE THERESE;95199;Domont;03-Petite couronne;1;282;De 10 à 20 000 entrées;CENTRE SOCIAL CULTUREL DOMONTOIS;;NON;;FIXE;NON;15343.0;Paris;10706072.0;31.0;858.0;12286.0;42656.0;-71.1974868717;NON;98.0;71.0;7.0;76.1485042735;15.625;6.30341880342;1.92307692308;38.0;36.9158878505;44.8183760684;49.02987,2.333691
142171.0;91;PARTERRE;ILE-DE-FRANCE;SQUARE DE LAC MEGANTIC;91200;Dourdan;03-Petite couronne;2;227;De 10 à 20 000 entrées;ASSOCIATION DOURDANNAISE D'ANIMATION CULTURELLE;SARL GPCI;E;JPPR;FIXE;NON;10673.0;Dourdan;12036.0;29.0;1239.0;14009.0;45760.0;-69.3859265734;OUI;146.0;101.0;34.0;42.0891185018;51.6951888925;4.6335163061;1.58217629964;67.0;17.4563591022;18.8408136907;48.528741,2.015215
142752.0;93;ESPACE CULTUREL DU PARC;ILE-DE-FRANCE;PLACE MAURICE NILES;93029;Drancy;02-Grande Couronne;1;329;De 2 à 5 000 entrées;COMMUNE DE DRANCY;;NON;;FIXE;NON;69568.0;Paris;10706072.0;28.0;152.0;4291.0;13043.0;-67.1011270413;NON;42.0;33.0;0.0;51.7538815411;37.8953421507;3.93329499712;6.4174813111;13.0;29.6511627907;24.9683726279;48.927466,2.438309
144262.0;95;L'ORANGE BLEUE;ILE-DE-FRANCE;7 RUE JEAN MERMOZ;95203;Eaubonne;03-Petite couronne;1;345;De 2 à 5 000 entrées;COMMUNE DE EAUBONNE;;NON;;FIXE;NON;24609.0;Paris;10706072.0;20.0;50.0;2838.0;8645.0;-67.1717755928;NON;30.0;21.0;0.0;67.2789699571;24.6008583691;5.25321888412;2.8669527897;28.0;34.5864661654;36.8497854077;48.992968,2.278288
146371.0;78;GRENOUILLE;ILE-DE-FRANCE;CENTRE COMMERCIAL DES 7 MARES;78208;Élancourt;03-Petite couronne;3;348;De 30 à 40 000 entrées;SOCIETE D'ECONOMIE MIXTE DU CINEMA DES SEPT MARES;;C;RDJPPR;FIXE;NON;25504.0;Paris;10706072.0;31.0;1972.0;33659.0;112064.0;-69.9644845802;OUI;172.0;122.0;49.0;48.8281109795;44.8225117548;4.34298840673;2.00638885898;90.0;24.9094567404;16.6146225907;48.766594,1.949214
147071.0;95;FRANCAIS;ILE-DE-FRANCE;38 RUE DU GENERAL DE GAULLE;95210;Enghien-les-Bains;03-Petite couronne;5;1263;De 50 à 80 000 entrées;UGC SAS;UGC DIFFUSION;NON;;FIXE;NON;11413.0;Paris;10706072.0;31.0;3975.0;61099.0;221790.0;-72.451868885;NON;120.0;63.0;56.0;68.9519527957;20.5956729418;7.81118291655;2.64119134588;55.0;28.2208588957;25.9623489744;48.970841,2.307185
147084.0;95;CENTRE DES ARTS;ILE-DE-FRANCE;12-16, RUE DE LA LIBERATION;95210;Enghien-les-Bains;03-Petite couronne;1;320;De 2 à 5 000 entrées;COMMUNE D'ENGHIEN LES BAINS;;C;JPPR;FIXE;NON;11413.0;Paris;10706072.0;15.0;124.0;4753.0;17619.0;-73.0234406039;OUI;49.0;16.0;0.0;49.2202121023;42.2956955708;5.73923892701;2.74485339988;38.0;31.1111111111;25.0779787898;48.971934,2.305204
148321.0;93;SALLE SERGE GAINSBOURG;ILE-DE-FRANCE;RUE DU GENERAL JULIEN;93031;Épinay-sur-Seine;02-Grande Couronne;1;180;Moins de 2000 entrées;ESPACE CINEMA;;NON;;FIXE;NON;54840.0;Paris;10706072.0;9.0;29.0;1563.0;3878.0;-59.695719443;NON;6.0;0.0;0.0;59.4061599823;23.2661200975;11.8768003545;5.4509195657;6.0;52.3489932886;58.7414136938;48.95411,2.312115
148324.0;93;MEGA CGR;ILE-DE-FRANCE;5 AVENUE DU MARECHAL  JOFFRE;93031;Épinay-sur-Seine;02-Grande Couronne;12;2470;De 100 à 150 000 entrées;VILLERAY;SARL LES FILMS DE LA ROCHELLE;NON;;FIXE;OUI;54840.0;Paris;10706072.0;31.0;11769.0;114572.0;475402.0;-75.8999751789;NON;156.0;103.0;98.0;58.7439278279;22.7619708536;10.5135322693;7.98056904927;29.0;33.9622641509;32.7550312283;48.957859,2.301996
149335.0;95;PIERRE FRESNAY;ILE-DE-FRANCE;3 RUE SAINT FLAIVE;95219;Ermont;03-Petite couronne;1;400;De 5 à 10 000 entrées;COMMUNE DE ERMONT;;NON;;FIXE;NON;28832.0;Paris;10706072.0;29.0;98.0;6742.0;16827.0;-59.9334403043;NON;69.0;58.0;0.0;49.4980212456;30.389502187;14.0928973131;6.01957925432;26.0;78.4344219803;86.3361799625;48.988575,2.259906
152882.0;91;LA ROTONDE A;ILE-DE-FRANCE;102 RUE SAINT JACQUES;91223;Étampes;03-Petite couronne;3;338;De 10 à 20 000 entrées;OMNICOM;;NON;;FIXE;NON;24271.0;Étampes;29851.0;31.0;3235.0;18658.0;73682.0;-74.6776689015;NON;137.0;106.0;54.0;60.8553869309;29.4619340273;6.33387683432;3.34880220745;33.0;33.2236842105;24.6080521761;48.433642,2.155867
152884.0;91;CINETAMPES;ILE-DE-FRANCE;PLACE GEOFFROY ST HILAIRE;91223;Étampes;03-Petite couronne;1;146;De 2 à 5 000 entrées;ASSOCIATION ETAMPOISE CINE PETIT THEATRE;;D;PR;FIXE;NON;24271.0;Étampes;29851.0;27.0;343.0;3329.0;6946.0;-52.0731356176;OUI;85.0;40.0;0.0;65.9126123334;13.4180353269;10.5980787109;10.0712736288;75.0;46.3768115942;45.398202665;48.434287,2.157598
154488.0;91;MEGA CGR;ILE-DE-FRANCE;PLACE DE L'AGORA - CE 169;91228;Évry;03-Petite couronne;10;2052;De 50 à 80 000 entrées;ESPACE LOISIRS;SARL LES FILMS DE LA ROCHELLE;NON;;FIXE;OUI;53871.0;Paris;10706072.0;31.0;9923.0;64630.0;264394.0;-75.5554210761;NON;133.0;90.0;88.0;71.7857142857;19.3571428571;8.85714285714;0.0;25.0;38.4615384615;48.7857142857;48.627929,2.429517
162844.0;77;ERMITAGE;ILE-DE-FRANCE;6 RUE DE FRANCE;77186;Fontainebleau;03-Petite couronne;5;944;De 20 à 30 000 entrées;L ERMITAGE;;D;RDJPPR;FIXE;NON;14974.0;Fontainebleau;36517.0;31.0;3412.0;29250.0;80438.0;-63.6365896715;OUI;161.0;108.0;80.0;60.9741697417;20.9003690037;12.0147601476;6.11070110701;109.0;49.1354466859;35.7638376384;48.404394,2.699594
162853.0;77;CINEPARADIS;ILE-DE-FRANCE;10 AVENUE MARECHAL DE VILLARS;77186;Fontainebleau;03-Petite couronne;6;1080;De 50 à 80 000 entrées;L ERMITAGE;CINEPARADIS;D;JP;FIXE;NON;14974.0;Fontainebleau;36517.0;31.0;4271.0;51310.0;187026.0;-72.5653117748;OUI;143.0;90.0;81.0;71.1374176227;15.4991457164;6.39492311447;6.9685135465;45.0;40.1662049861;38.6258237735;48.400175,2.71613
163962.0;92;LE SCARRON;ILE-DE-FRANCE;8 AV. JEANNE ET MAURICE DOLIVET;92032;Fontenay-aux-Roses;02-Grande Couronne;1;198;De 10 à 20 000 entrées;COMITE MUNICIPAL DES FETES;;C;JP;FIXE;NON;23963.0;Paris;10706072.0;25.0;420.0;10482.0;15015.0;-30.1898101898;OUI;80.0;59.0;1.0;50.4275280191;42.1357511648;6.1428031734;1.29391764261;45.0;14.6450911069;12.9794736179;48.791543,2.289748
164022.0;78;THEATRE DE FONTENAY;ILE-DE-FRANCE;PLACE DU 8 MAI 1945;78242;Fontenay-le-Fleury;03-Petite couronne;1;346;De 5 à 10 000 entrées;ASSOCIATION DU THEATRE DE FONTENAY LE FLEURY;;C;JP;FIXE;NON;13374.0;Paris;10706072.0;27.0;335.0;7453.0;21148.0;-64.7578967278;OUI;118.0;80.0;1.0;53.2603790614;38.1656137184;6.76895306859;1.80505415162;61.0;26.9841269841;29.6028880866;48.811271,2.045243
164112.0;94;LE KOSMOS;ILE-DE-FRANCE;243TER AVENUE DE LA REPUBLIQUE;94033;Fontenay-sous-Bois;02-Grande Couronne;1;190;De 10 à 20 000 entrées;FONTENAY EN SCENES;;C;RDJPPR;FIXE;NON;53649.0;Paris;10706072.0;29.0;490.0;13901.0;41115.0;-66.1899550043;OUI;93.0;63.0;3.0;49.0053421521;45.9425082676;4.48232002035;0.569829559908;69.0;21.4876033058;23.1951157466;48.852329,2.461111
166051.0;95;CINEMA DE L YSIEUX;ILE-DE-FRANCE;PLACE JEAN MOULIN;95250;Fosses;03-Petite couronne;1;195;De 10 à 20 000 entrées;COMMUNAUTE D AGGLOMERATION ROISSY PAYS DE FRANCE;;D;RDJPPR;FIXE;NON;9566.0;Fosses;21825.0;30.0;731.0;10214.0;28273.0;-63.8736603827;OUI;162.0;102.0;0.0;63.8786084382;27.728747936;5.80766383875;2.58497978705;106.0;39.2570281124;32.0275579343;49.099464,2.524882
168193.0;95;CINE HENRI LANGLOIS;ILE-DE-FRANCE;32 BIS RUE DE LA STATION;95252;Franconville;03-Petite couronne;2;518;De 10 à 20 000 entrées;ASSOCIATION CINE HENRI LANGLOIS;SARL GPCI;C;RDJPPR;FIXE;NON;34920.0;Paris;10706072.0;30.0;1653.0;13080.0;38780.0;-66.2712738525;OUI;155.0;110.0;25.0;51.5380092639;42.428979106;4.6735405045;1.35947112558;93.0;26.9128821347;17.0980740826;48.988437,2.232576
169572.0;94;M J C;ILE-DE-FRANCE;2 AV DU PARC DES SPORTS;94034;Fresnes;02-Grande Couronne;1;158;De 2 à 5 000 entrées;MAISON DES JEUNES ET DE LA CULTURE DE FRESNES;;NON;;FIXE;NON;27154.0;Paris;10706072.0;13.0;80.0;2515.0;;;NON;15.0;6.0;0.0;50.173376288;40.5774291125;7.25721171581;1.9919828837;10.0;20.9261223047;17.1015419423;48.752796,2.313077
172043.0;93;THEATRE ANDRE MALRAUX;ILE-DE-FRANCE;1 BIS RUE GUILLEMETEAU;93032;Gagny;02-Grande Couronne;1;450;De 2 à 5 000 entrées;ASSOCIATION LE CINEMA DE GAGNY;;C;;FIXE;NON;39603.0;Paris;10706072.0;19.0;172.0;3952.0;12272.0;-67.7966101695;OUI;72.0;50.0;0.0;75.2447263201;13.6426306356;9.56156073349;1.55108231077;40.0;19.8118139049;16.7516889563;48.884043,2.529952
172914.0;92;CINE GARCHES;ILE-DE-FRANCE;86 GRANDE RUE;92033;Garches;02-Grande Couronne;2;434;De 5 à 10 000 entrées;VILLE DE LIART;SARL GPCI;NON;;FIXE;NON;17762.0;Paris;10706072.0;27.0;727.0;8680.0;33263.0;-73.9049394222;NON;106.0;90.0;27.0;43.8241948549;47.7514594564;7.57939722354;0.844948465127;51.0;18.2007363534;16.1671461691;48.844239,2.188722
173332.0;95;JACQUES BREL A;ILE-DE-FRANCE;PLACE DE L'HOTEL DE VILLE;95268;Garges-lès-Gonesse;03-Petite couronne;1;225;De 2 à 5 000 entrées;VILLE DE GARGES LES GONESSE;;C;JPPR;FIXE;NON;42501.0;Paris;10706072.0;26.0;353.0;4333.0;8257.0;-47.5233135521;OUI;77.0;50.0;0.0;4.66856735567;38.239486814;52.9223093371;4.16963649323;39.0;8.19112627986;4.16963649323;48.971945,2.399817
